TrxID	GeneName	GeneID	DpleGene	MsexGene
PIERAPT00000007099	wee	PIERAPG00000002990	DPOGS214438	Msex2.07748
PIERAPT00000007100	NUDT19	PIERAPG00000002991	DPOGS215732	NA
PIERAPT00000007104	daw1	PIERAPG00000002993	DPOGS202234	Msex2.03035
PIERAPT00000007111	TBC1D1TBC1D4	PIERAPG00000002994	DPOGS205122	Msex2.07765
PIERAPT00000007127	Cmtm4_2	PIERAPG00000002999	DPOGS206086	Msex2.04962
PIERAPT00000007133	Magi2	PIERAPG00000003001	DPOGS214490	Msex2.04836
PIERAPT00000007135	G114317	PIERAPG00000003002	DPOGS205478	Msex2.08455
PIERAPT00000007154	G102340	PIERAPG00000003003	DPOGS216201	Msex2.01810
PIERAPT00000007161	Ugt2b15EGT_2	PIERAPG00000003005	NA	Msex2.09880
PIERAPT00000007163	psmc3-aPsmc3	PIERAPG00000003006	DPOGS204033	Msex2.00862
PIERAPT00000007169	KAP115KIFAP3	PIERAPG00000003007	DPOGS214172	Msex2.03146
PIERAPT00000007171	Acadvl	PIERAPG00000003008	DPOGS210602	Msex2.11315
PIERAPT00000007173	HEXB	PIERAPG00000003009	DPOGS202913	Msex2.08667
PIERAPT00000007174	glmM	PIERAPG00000003010	NA	Msex2.08592
PIERAPT00000007178	T	PIERAPG00000003011	NA	Msex2.07373
PIERAPT00000007179	Art7	PIERAPG00000003012	DPOGS212929	Msex2.03496
PIERAPT00000007183	lap	PIERAPG00000003013	DPOGS214857	Msex2.03217
PIERAPT00000007195	STUB1	PIERAPG00000003014	DPOGS210878	Msex2.12266
PIERAPT00000007197	Ece2	PIERAPG00000003015	DPOGS210786	Msex2.12264
PIERAPT00000007199	rdx	PIERAPG00000003016	DPOGS201231	Msex2.02239
PIERAPT00000007202	Grm8	PIERAPG00000003018	DPOGS210842	Msex2.09697
PIERAPT00000007206	pqn-25TENM1	PIERAPG00000003019	DPOGS208791	NA
PIERAPT00000007230	Zasp52RPII	PIERAPG00000003022	DPOGS200499	Msex2.00654
PIERAPT00000007231	G108811	PIERAPG00000003023	NA	Msex2.03411
PIERAPT00000007232	TRYT	PIERAPG00000003024	DPOGS212253	NA
PIERAPT00000007233	ytbE	PIERAPG00000003025	DPOGS202089	NA
PIERAPT00000007234	utp5	PIERAPG00000003026	NA	Msex2.14430
PIERAPT00000007235	Ndufc2	PIERAPG00000003027	DPOGS213678	Msex2.08347
PIERAPT00000007236	DAP3	PIERAPG00000003028	DPOGS202203	Msex2.07701
PIERAPT00000007237	xpo4	PIERAPG00000003029	DPOGS205287	Msex2.03955
PIERAPT00000007238	proBB0252.5	PIERAPG00000003030	DPOGS212350	Msex2.11720
PIERAPT00000007244	NKCL_2	PIERAPG00000003035	NA	Msex2.12975
PIERAPT00000007246	mms19	PIERAPG00000003036	DPOGS205304	Msex2.00312
PIERAPT00000007249	Atg4d	PIERAPG00000003037	DPOGS202319	Msex2.12034
PIERAPT00000007252	polC	PIERAPG00000003039	DPOGS211938,DPOGS211937	NA
PIERAPT00000007253	nAChRalpha1	PIERAPG00000003040	DPOGS209553	Msex2.05685
PIERAPT00000007255	Elp2	PIERAPG00000003041	DPOGS205945	Msex2.12080
PIERAPT00000007261	CG9776Znf318	PIERAPG00000003042	DPOGS204744	Msex2.03987
PIERAPT00000007270	POLI	PIERAPG00000003043	DPOGS214594	Msex2.09916
PIERAPT00000007273	Otop2	PIERAPG00000003045	DPOGS211888	NA
PIERAPT00000007276	ACOD_2	PIERAPG00000003046	DPOGS213663	Msex2.10494
PIERAPT00000007277	tsaD	PIERAPG00000003047	DPOGS213741	Msex2.05572
PIERAPT00000007280	ERD4	PIERAPG00000003049	DPOGS203673	Msex2.09434
PIERAPT00000007285	LAC	PIERAPG00000003051	DPOGS203828	Msex2.09426
PIERAPT00000007288	COX5B_2	PIERAPG00000003053	DPOGS204999	Msex2.08281
PIERAPT00000007289	Recql	PIERAPG00000003054	DPOGS200364	Msex2.03532
PIERAPT00000007292	Picot	PIERAPG00000003057	DPOGS203612	Msex2.01158
PIERAPT00000007293	rabJ	PIERAPG00000003058	NA	Msex2.02144
PIERAPT00000007294	30998	PIERAPG00000003059	NA	Msex2.13524
PIERAPT00000007300	RGF1DNTTIP1	PIERAPG00000003062	DPOGS213031	Msex2.05488
PIERAPT00000007301	D11DS	PIERAPG00000003063	DPOGS213705	Msex2.11510
PIERAPT00000007303	br	PIERAPG00000003065	DPOGS215848	Msex2.06527
PIERAPT00000007310	SRK1	PIERAPG00000003068	NA	Msex2.14622
PIERAPT00000007313	rpoC_4	PIERAPG00000003071	DPOGS214687	Msex2.05657
PIERAPT00000007325	MDM1At2g28820	PIERAPG00000003073	DPOGS214476	Msex2.04851
PIERAPT00000007326	ARB_07403	PIERAPG00000003074	DPOGS203297	Msex2.08612
PIERAPT00000007332	Cel	PIERAPG00000003077	DPOGS209997	Msex2.07963
PIERAPT00000007336	GPN2	PIERAPG00000003079	DPOGS200931	Msex2.03112
PIERAPT00000007337	CG7065_2	PIERAPG00000003080	DPOGS208706	Msex2.11939
PIERAPT00000007340	Indy	PIERAPG00000003081	DPOGS206847	Msex2.01562
PIERAPT00000007350	Nek8	PIERAPG00000003083	DPOGS205758	NA
PIERAPT00000007352	SelR_2	PIERAPG00000003084	DPOGS204237	Msex2.06224
PIERAPT00000007355	DAXXRDRP	PIERAPG00000003085	DPOGS213097	Msex2.11761
PIERAPT00000007357	Pkg21D	PIERAPG00000003086	DPOGS205085	Msex2.04980
PIERAPT00000007361	POLRMT	PIERAPG00000003087	DPOGS209718	Msex2.06028
PIERAPT00000007365	SCAP	PIERAPG00000003088	DPOGS203399	NA
PIERAPT00000007372	ARHGEF7	PIERAPG00000003089	DPOGS206544	Msex2.07154
PIERAPT00000007378	VATG	PIERAPG00000003090	DPOGS201111	Msex2.06958
PIERAPT00000007379	rap1gds1-b	PIERAPG00000003091	DPOGS211430	Msex2.07099
PIERAPT00000007390	Hr96	PIERAPG00000003097	DPOGS200543	Msex2.08865
PIERAPT00000007393	CYB5D1	PIERAPG00000003098	DPOGS209599	Msex2.13047,Msex2.06316
PIERAPT00000007395	Sms	PIERAPG00000003099	DPOGS210067	NA
PIERAPT00000007400	LGALDH	PIERAPG00000003101	DPOGS202982	Msex2.13418
PIERAPT00000007406	P3A2	PIERAPG00000003103	DPOGS206374	Msex2.00957
PIERAPT00000007411	Kr-h1	PIERAPG00000003104	NA	Msex2.11155
PIERAPT00000007415	SLC35F6	PIERAPG00000003105	DPOGS202990	Msex2.06582
PIERAPT00000007417	Rpl35	PIERAPG00000003107	DPOGS214178	Msex2.03136
PIERAPT00000007421	Abcb1aMdr49	PIERAPG00000003108	DPOGS207749	Msex2.09773
PIERAPT00000007424	ibtk	PIERAPG00000003109	DPOGS207718	Msex2.02291
PIERAPT00000007428	Ano1	PIERAPG00000003110	DPOGS202172	Msex2.08923
PIERAPT00000007434	pif1	PIERAPG00000003111	NA	Msex2.07300
PIERAPT00000007436	Prep	PIERAPG00000003112	DPOGS201501	Msex2.03717
PIERAPT00000007442	SLC46A3	PIERAPG00000003113	DPOGS211576	Msex2.00580
PIERAPT00000007451	ESYN1	PIERAPG00000003114	DPOGS209113	Msex2.13914
PIERAPT00000007454	zgc:110373C15orf26	PIERAPG00000003115	NA	Msex2.00212
PIERAPT00000007455	AAEL003512	PIERAPG00000003116	DPOGS208660	Msex2.10948
PIERAPT00000007459	Nsmce1	PIERAPG00000003119	DPOGS202611	Msex2.00553
PIERAPT00000007460	trappc3	PIERAPG00000003120	DPOGS202683	Msex2.09292
PIERAPT00000007464	PTPN4Ptpn3	PIERAPG00000003121	DPOGS214085	Msex2.00103
PIERAPT00000007468	Tl	PIERAPG00000003122	DPOGS211472	Msex2.12149
PIERAPT00000007486	prsAtgfb1	PIERAPG00000003126	DPOGS213923	Msex2.05210
PIERAPT00000007490	G111837	PIERAPG00000003128	DPOGS210504	Msex2.07434
PIERAPT00000007494	tud	PIERAPG00000003129	DPOGS212926	Msex2.03488
PIERAPT00000007496	Hoxa3	PIERAPG00000003130	DPOGS210967	Msex2.07233
PIERAPT00000007498	pef1	PIERAPG00000003131	DPOGS210403	NA
PIERAPT00000007502	SV2Bsop2SVOPL	PIERAPG00000003132	DPOGS210579	Msex2.04289
PIERAPT00000007507	DER	PIERAPG00000003133	DPOGS200272	Msex2.01117
PIERAPT00000007508	Cd22	PIERAPG00000003134	DPOGS204151	Msex2.12643
PIERAPT00000007509	GBETA1	PIERAPG00000003135	DPOGS213921	Msex2.05211
PIERAPT00000007510	Aats-phe	PIERAPG00000003136	DPOGS204524	Msex2.09379
PIERAPT00000007515	KAL1	PIERAPG00000003137	DPOGS210680	Msex2.09344
PIERAPT00000007517	Cbp80	PIERAPG00000003138	DPOGS205411	Msex2.11755
PIERAPT00000007518	chiA	PIERAPG00000003139	DPOGS205594	Msex2.02783
PIERAPT00000007522	Cnpy4	PIERAPG00000003141	NA	Msex2.08200
PIERAPT00000007525	sae1	PIERAPG00000003144	DPOGS210473	Msex2.08510
PIERAPT00000007526	HXK5	PIERAPG00000003145	DPOGS208870	Msex2.00635
PIERAPT00000007527	NPF	PIERAPG00000003146	DPOGS210750	Msex2.02422
PIERAPT00000007529	INPP5A	PIERAPG00000003148	DPOGS210258	Msex2.09830
PIERAPT00000007532	Tfpi_2	PIERAPG00000003150	NA	Msex2.13402
PIERAPT00000007533	PROSC	PIERAPG00000003151	DPOGS209109	Msex2.11911
PIERAPT00000007535	G108499	PIERAPG00000003152	DPOGS200479,DPOGS210787	Msex2.12263
PIERAPT00000007536	unc45b	PIERAPG00000003153	DPOGS201782	Msex2.11365
PIERAPT00000007538	SLC16A12	PIERAPG00000003154	DPOGS216026	Msex2.01654
PIERAPT00000007547	PF13_0198NDC80LAMA1	PIERAPG00000003155	DPOGS215199	Msex2.05871
PIERAPT00000007548	TBX20_2	PIERAPG00000003156	DPOGS211184	Msex2.11205
PIERAPT00000007549	MED18	PIERAPG00000003157	DPOGS213115	Msex2.12416,Msex2.13891
PIERAPT00000007552	ETL1	PIERAPG00000003159	DPOGS213070	NA
PIERAPT00000007555	twk-18	PIERAPG00000003162	DPOGS212735	Msex2.04374
PIERAPT00000007565	Pik3cd	PIERAPG00000003163	DPOGS200172	Msex2.01018
PIERAPT00000007568	Mcpt2	PIERAPG00000003164	NA	Msex2.03212
PIERAPT00000007574	AP1MAp3m2	PIERAPG00000003169	DPOGS204483	Msex2.03332
PIERAPT00000007576	RRAGD	PIERAPG00000003170	DPOGS201763	Msex2.06507
PIERAPT00000007577	CALU	PIERAPG00000003171	DPOGS201855	Msex2.06886
PIERAPT00000007580	Mlp84B	PIERAPG00000003172	DPOGS207461	Msex2.13943
PIERAPT00000007583	Hsc70-3	PIERAPG00000003173	DPOGS208844	Msex2.10249
PIERAPT00000007584	rdgBbeta	PIERAPG00000003174	DPOGS206468	Msex2.01891
PIERAPT00000007588	bsdc1-b	PIERAPG00000003178	DPOGS213487	NA
PIERAPT00000007592	VPS13D	PIERAPG00000003179	DPOGS204761	Msex2.12406
PIERAPT00000007602	CUD4_2	PIERAPG00000003182	DPOGS207925,DPOGS215589	Msex2.04415
PIERAPT00000007603	Pqlc3	PIERAPG00000003183	DPOGS203902	Msex2.02063
PIERAPT00000007605	g6pcG6PC2	PIERAPG00000003184	DPOGS200011	Msex2.03835
PIERAPT00000007607	FNBP1	PIERAPG00000003185	DPOGS204384	Msex2.03301
PIERAPT00000007610	HEMO	PIERAPG00000003186	DPOGS205240	Msex2.09807,Msex2.09809
PIERAPT00000007615	RpS18	PIERAPG00000003188	DPOGS211218	Msex2.10077
PIERAPT00000007632	CG43427	PIERAPG00000003189	DPOGS209025	Msex2.03230
PIERAPT00000007634	CG6659	PIERAPG00000003190	DPOGS212561	Msex2.06018
PIERAPT00000007635	MIPR	PIERAPG00000003191	DPOGS201439	Msex2.03723
PIERAPT00000007636	pgi	PIERAPG00000003192	DPOGS210012	Msex2.08466
PIERAPT00000007637	G112139	PIERAPG00000003193	DPOGS215257	Msex2.07415
PIERAPT00000007638	adhA	PIERAPG00000003194	DPOGS203966	Msex2.02834
PIERAPT00000007639	Slc6a5	PIERAPG00000003195	DPOGS204231	Msex2.06214
PIERAPT00000007643	CO061	PIERAPG00000003197	DPOGS208964	Msex2.08005
PIERAPT00000007644	CaMKII	PIERAPG00000003198	DPOGS215862	Msex2.03092
PIERAPT00000007647	GTF2H3	PIERAPG00000003200	DPOGS206779	Msex2.04701
PIERAPT00000007650	Cacng5CLDND1	PIERAPG00000003201	DPOGS200321	Msex2.05379
PIERAPT00000007652	mylipa	PIERAPG00000003202	DPOGS201119	Msex2.06959
PIERAPT00000007656	eIF3-S9	PIERAPG00000003206	DPOGS210798	Msex2.04663
PIERAPT00000007657	ESTFESTJ	PIERAPG00000003207	DPOGS205179	Msex2.04204
PIERAPT00000007659	RpL44	PIERAPG00000003208	NA	Msex2.11493
PIERAPT00000007662	TSTA3	PIERAPG00000003210	DPOGS202385	Msex2.09226
PIERAPT00000007663	CES5A	PIERAPG00000003211	DPOGS215476	Msex2.13412
PIERAPT00000007664	Orct	PIERAPG00000003212	DPOGS203167	NA
PIERAPT00000007671	NDUFA5	PIERAPG00000003215	DPOGS215665	Msex2.09631
PIERAPT00000007675	ZMPSTE24	PIERAPG00000003217	DPOGS203201	Msex2.06748
PIERAPT00000007677	CG11103	PIERAPG00000003219	DPOGS200645	Msex2.04053
PIERAPT00000007678	Ercc2	PIERAPG00000003220	NA	Msex2.06441
PIERAPT00000007682	murASPAC3A12.08	PIERAPG00000003222	DPOGS203069	NA
PIERAPT00000007684	A4galt	PIERAPG00000003224	DPOGS210837	NA
PIERAPT00000007686	atl_2	PIERAPG00000003226	DPOGS212858	NA
PIERAPT00000007688	CG1090	PIERAPG00000003228	DPOGS200798	Msex2.12448
PIERAPT00000007690	HARBI1	PIERAPG00000003230	DPOGS201072	Msex2.06457
PIERAPT00000007691	NFIC	PIERAPG00000003231	NA	Msex2.04861
PIERAPT00000007692	G100130	PIERAPG00000003232	DPOGS200530	Msex2.08382
PIERAPT00000007696	l(2)dtl	PIERAPG00000003235	DPOGS202858	Msex2.10544
PIERAPT00000007698	Pdrg1	PIERAPG00000003236	DPOGS216088	NA
PIERAPT00000007699	FABP3	PIERAPG00000003237	DPOGS206997	Msex2.05086
PIERAPT00000007701	UTP20	PIERAPG00000003238	DPOGS210874	Msex2.11590
PIERAPT00000007705	mhcA	PIERAPG00000003239	DPOGS202139	NA
PIERAPT00000007706	Tmco6	PIERAPG00000003240	DPOGS201171	NA
PIERAPT00000007713	Grik2GRIK5	PIERAPG00000003241	DPOGS213837	Msex2.02645
PIERAPT00000007719	CEP350	PIERAPG00000003242	DPOGS203916	Msex2.13399
PIERAPT00000007727	ZNF398	PIERAPG00000003245	DPOGS215562	Msex2.04393
PIERAPT00000007730	Tret1_14	PIERAPG00000003247	DPOGS215160	Msex2.10280
PIERAPT00000007731	MPC2	PIERAPG00000003248	DPOGS209778	Msex2.09872
PIERAPT00000007733	Hsf	PIERAPG00000003250	DPOGS203797	Msex2.00200
PIERAPT00000007740	RpL30	PIERAPG00000003252	DPOGS216087	Msex2.06878
PIERAPT00000007746	rnf10	PIERAPG00000003255	DPOGS212141	Msex2.04335
PIERAPT00000007751	Slc22a3_2	PIERAPG00000003258	DPOGS212614,DPOGS212615	Msex2.05563
PIERAPT00000007756	RANGAP1	PIERAPG00000003259	DPOGS212944	Msex2.12519
PIERAPT00000007759	Vamp7_2	PIERAPG00000003260	DPOGS211884	NA
PIERAPT00000007762	Hsp68	PIERAPG00000003263	DPOGS210700,DPOGS210702	Msex2.02432
PIERAPT00000007768	UGT2B30	PIERAPG00000003266	DPOGS209772	Msex2.09875,Msex2.09877,Msex2.15497:104731-123865
PIERAPT00000007771	Wwox	PIERAPG00000003268	DPOGS203035	NA
PIERAPT00000007772	GST1_3	PIERAPG00000003269	DPOGS200212,DPOGS200213	Msex2.02753,Msex2.15508
PIERAPT00000007775	Ascc1	PIERAPG00000003270	DPOGS211205	NA
PIERAPT00000007782	SAAL1yvzG	PIERAPG00000003271	DPOGS211839	Msex2.06661
PIERAPT00000007787	ACAC	PIERAPG00000003272	DPOGS215498,DPOGS202685	Msex2.07659
PIERAPT00000007801	Fam109a	PIERAPG00000003273	DPOGS209622	Msex2.06304
PIERAPT00000007803	RPN1	PIERAPG00000003275	DPOGS201416	NA
PIERAPT00000007806	Dopey2CCIN	PIERAPG00000003276	DPOGS200283	Msex2.13825
PIERAPT00000007809	Rttn	PIERAPG00000003278	DPOGS213799	Msex2.01281
PIERAPT00000007821	Cebpz	PIERAPG00000003280	DPOGS205508	NA
PIERAPT00000007834	POLX	PIERAPG00000003284	DPOGS212303	Msex2.10810
PIERAPT00000007835	Slc39a14	PIERAPG00000003285	DPOGS211191	Msex2.12362
PIERAPT00000007839	G110420	PIERAPG00000003287	NA	Msex2.10577
PIERAPT00000007842	SUL2	PIERAPG00000003290	DPOGS200510	Msex2.12640
PIERAPT00000007843	THAP9THAP1	PIERAPG00000003291	NA	Msex2.14750
PIERAPT00000007851	LanB1Knstrn	PIERAPG00000003293	DPOGS215129	Msex2.13176,Msex2.13747
PIERAPT00000007852	rnf121	PIERAPG00000003294	NA	Msex2.04175
PIERAPT00000007854	EF1A	PIERAPG00000003296	DPOGS215734	Msex2.03741
PIERAPT00000007857	G112049	PIERAPG00000003297	DPOGS206369	Msex2.00947
PIERAPT00000007861	Eps8	PIERAPG00000003301	DPOGS200102	Msex2.03678
PIERAPT00000007863	lysoz	PIERAPG00000003302	NA	Msex2.13469
PIERAPT00000007864	TTLL1	PIERAPG00000003303	DPOGS204353	Msex2.02722
PIERAPT00000007870	TNR	PIERAPG00000003308	DPOGS203129	Msex2.00732
PIERAPT00000007873	ssh	PIERAPG00000003309	DPOGS206061	Msex2.10031
PIERAPT00000007877	L3MBTL3	PIERAPG00000003311	DPOGS205950	Msex2.11329
PIERAPT00000007885	PF14_0175	PIERAPG00000003314	DPOGS207317	Msex2.03765
PIERAPT00000007888	PLC	PIERAPG00000003316	DPOGS210065	Msex2.13980
PIERAPT00000007891	CG10635	PIERAPG00000003318	DPOGS211632,DPOGS211633	Msex2.10337
PIERAPT00000007893	zgc:162885	PIERAPG00000003320	DPOGS201952	Msex2.06197
PIERAPT00000007895	DYRK2	PIERAPG00000003322	DPOGS215435	NA
PIERAPT00000007896	C1D	PIERAPG00000003323	DPOGS205493	Msex2.11417
PIERAPT00000007897	BSG	PIERAPG00000003324	NA	Msex2.07438
PIERAPT00000007900	dnaGDaxx	PIERAPG00000003325	DPOGS204691	NA
PIERAPT00000007916	G103786	PIERAPG00000003326	DPOGS205170	Msex2.04206
PIERAPT00000007922	ZK686.4TCERG1L	PIERAPG00000003328	NA	Msex2.05808
PIERAPT00000007924	D1044.1_3	PIERAPG00000003329	DPOGS205690	NA
PIERAPT00000007927	phtf	PIERAPG00000003330	DPOGS204326	Msex2.02707
PIERAPT00000007932	KdelR	PIERAPG00000003332	DPOGS213444	Msex2.01132
PIERAPT00000007936	Gnmt	PIERAPG00000003333	DPOGS204745	Msex2.03986
PIERAPT00000007944	AMPM_3	PIERAPG00000003336	DPOGS213708	NA
PIERAPT00000007947	fj	PIERAPG00000003338	DPOGS203449	Msex2.01966
PIERAPT00000007950	TX1ORF1a	PIERAPG00000003339	DPOGS203843	Msex2.07887
PIERAPT00000007951	SLC46A3_2	PIERAPG00000003340	DPOGS202922	NA
PIERAPT00000007954	G109789	PIERAPG00000003341	DPOGS204048	Msex2.07772
PIERAPT00000007958	ADAMTS17	PIERAPG00000003344	DPOGS200770	Msex2.07439
PIERAPT00000007963	phospho1PHOSPHO2	PIERAPG00000003345	DPOGS214459	NA
PIERAPT00000007968	loco	PIERAPG00000003347	DPOGS215200	Msex2.05869
PIERAPT00000007977	Mkl2	PIERAPG00000003348	DPOGS213534	Msex2.02383
PIERAPT00000007979	DNAH2	PIERAPG00000003349	DPOGS202794	NA
PIERAPT00000007980	Ank1	PIERAPG00000003350	DPOGS212042	Msex2.01753
PIERAPT00000007981	Msp	PIERAPG00000003351	DPOGS212715	Msex2.10102,Msex2.07501
PIERAPT00000007983	Ogt	PIERAPG00000003352	DPOGS207186	Msex2.07394
PIERAPT00000007989	PTRH2	PIERAPG00000003353	DPOGS201805	Msex2.12164,Msex2.14250
PIERAPT00000007991	RNMT	PIERAPG00000003354	DPOGS211136	Msex2.09259
PIERAPT00000007993	Sec24a	PIERAPG00000003355	NA	Msex2.12059
PIERAPT00000008002	ATAD2	PIERAPG00000003357	DPOGS209720	Msex2.06023
PIERAPT00000008007	LGR5	PIERAPG00000003359	DPOGS210850	Msex2.06428
PIERAPT00000008008	Pdcd7	PIERAPG00000003360	DPOGS201098	Msex2.06473
PIERAPT00000008010	GA12348	PIERAPG00000003362	DPOGS202994	Msex2.11850
PIERAPT00000008013	G113377	PIERAPG00000003365	DPOGS212189	Msex2.05815
PIERAPT00000008024	CG8005	PIERAPG00000003367	DPOGS205506	Msex2.11025
PIERAPT00000008026	Kdm1a	PIERAPG00000003369	DPOGS203174	Msex2.06754
PIERAPT00000008034	Syne1_2	PIERAPG00000003370	NA	Msex2.06396
PIERAPT00000008042	GSTT1Gstt4	PIERAPG00000003371	DPOGS207703	Msex2.02313
PIERAPT00000008044	Rad17	PIERAPG00000003373	DPOGS206483	Msex2.01847
PIERAPT00000008059	wupA	PIERAPG00000003376	DPOGS209334	Msex2.07967
PIERAPT00000008069	Arhgef11	PIERAPG00000003377	DPOGS211817	Msex2.09520
PIERAPT00000008079	TRMT6	PIERAPG00000003378	DPOGS204400	Msex2.03337
PIERAPT00000008081	cysK	PIERAPG00000003380	DPOGS200776	Msex2.06144
PIERAPT00000008082	arcA	PIERAPG00000003381	DPOGS215110	Msex2.10443
PIERAPT00000008085	zgc:110816	PIERAPG00000003382	DPOGS205137	Msex2.13700
PIERAPT00000008094	Oca2	PIERAPG00000003386	DPOGS208849	Msex2.07764
PIERAPT00000008106	nrf-6_3	PIERAPG00000003387	NA	Msex2.13564
PIERAPT00000008109	tbc1d31	PIERAPG00000003388	DPOGS205230	Msex2.10665
PIERAPT00000008110	Usp14	PIERAPG00000003389	DPOGS210469	Msex2.08515
PIERAPT00000008111	KAL1_2	PIERAPG00000003390	DPOGS200693	Msex2.04906
PIERAPT00000008112	OrctSlc22a13	PIERAPG00000003391	DPOGS203233	Msex2.00402
PIERAPT00000008118	shu	PIERAPG00000003392	DPOGS214284	NA
PIERAPT00000008131	CLSY3	PIERAPG00000003394	DPOGS200363	Msex2.13167
PIERAPT00000008134	ial	PIERAPG00000003397	DPOGS204968	Msex2.08299
PIERAPT00000008137	LA1D	PIERAPG00000003399	DPOGS203629	Msex2.05958
PIERAPT00000008142	ytbE_2	PIERAPG00000003403	DPOGS202089	NA
PIERAPT00000008147	MTFMT	PIERAPG00000003405	DPOGS208976	Msex2.00683
PIERAPT00000008149	Fbxw11	PIERAPG00000003406	NA	Msex2.13897
PIERAPT00000008154	CACNA1G	PIERAPG00000003408	DPOGS205910	Msex2.05328
PIERAPT00000008159	mpv17	PIERAPG00000003409	NA	Msex2.06853
PIERAPT00000008160	CTH	PIERAPG00000003410	DPOGS215780	Msex2.05481
PIERAPT00000008164	Pxdpxt	PIERAPG00000003411	DPOGS210084	Msex2.08757
PIERAPT00000008172	Apc	PIERAPG00000003412	DPOGS202576	NA
PIERAPT00000008185	HECTD1	PIERAPG00000003413	DPOGS208560	NA
PIERAPT00000008196	MYRO1_7	PIERAPG00000003414	DPOGS200695	Msex2.06061,Msex2.06062,Msex2.06066,Msex2.06063
PIERAPT00000008198	LCP30_2	PIERAPG00000003416	DPOGS209878,DPOGS207978	Msex2.06321
PIERAPT00000008199	CG11837_2	PIERAPG00000003417	DPOGS215663	Msex2.09627
PIERAPT00000008202	ttk_4	PIERAPG00000003418	DPOGS208775	Msex2.10253
PIERAPT00000008204	LHFPL3	PIERAPG00000003420	DPOGS206519	Msex2.09577
PIERAPT00000008209	MIMI_L116	PIERAPG00000003421	DPOGS208372	Msex2.01422
PIERAPT00000008217	nrf-6mtaDdxs2pyrG	PIERAPG00000003422	DPOGS207137	Msex2.09897
PIERAPT00000008219	AAEL004347	PIERAPG00000003424	DPOGS211952	Msex2.06809
PIERAPT00000008220	AVIL	PIERAPG00000003425	DPOGS201326	Msex2.05410
PIERAPT00000008224	Cyp4v2CYP4F12Cyp4g15	PIERAPG00000003426	DPOGS206194	Msex2.04952
PIERAPT00000008228	Arp5	PIERAPG00000003427	DPOGS207383	Msex2.01646
PIERAPT00000008230	POLR3E	PIERAPG00000003428	DPOGS210797	Msex2.04665
PIERAPT00000008234	CU19	PIERAPG00000003431	DPOGS215902	NA
PIERAPT00000008236	mRpL49	PIERAPG00000003432	DPOGS210018	Msex2.07166
PIERAPT00000008240	Bod1	PIERAPG00000003433	DPOGS201710	Msex2.11672
PIERAPT00000008241	HOXB1	PIERAPG00000003434	DPOGS205947	Msex2.11324
PIERAPT00000008246	ASB3	PIERAPG00000003436	DPOGS206607	NA
PIERAPT00000008247	NDUFB4	PIERAPG00000003437	DPOGS200646	Msex2.04051
PIERAPT00000008248	RNMTL1	PIERAPG00000003438	DPOGS213012	Msex2.05513
PIERAPT00000008250	HMCN1Nphs1	PIERAPG00000003439	DPOGS200752	Msex2.12925
PIERAPT00000008253	PRDX5	PIERAPG00000003441	DPOGS202773	Msex2.11496
PIERAPT00000008256	Grasp	PIERAPG00000003442	DPOGS201377	Msex2.08617
PIERAPT00000008263	ARGK	PIERAPG00000003443	DPOGS215720	Msex2.00929
PIERAPT00000008267	prtP	PIERAPG00000003444	DPOGS205737	Msex2.11442
PIERAPT00000008269	RIT2	PIERAPG00000003445	DPOGS214367,DPOGS214368	Msex2.07614
PIERAPT00000008275	BTBD8	PIERAPG00000003447	DPOGS206029	Msex2.03397
PIERAPT00000008280	IFI30_2	PIERAPG00000003448	DPOGS203666	Msex2.09424
PIERAPT00000008282	Aspg	PIERAPG00000003449	DPOGS206879	Msex2.13810
PIERAPT00000008285	F40A3.3	PIERAPG00000003450	DPOGS211498	Msex2.10797
PIERAPT00000008287	Cyp304a1_2	PIERAPG00000003452	DPOGS208965	Msex2.08007
PIERAPT00000008291	DPP10	PIERAPG00000003453	DPOGS214134	Msex2.12085
PIERAPT00000008295	XKR6Xkr4	PIERAPG00000003454	DPOGS207517	Msex2.05228
PIERAPT00000008299	VDP_2	PIERAPG00000003455	DPOGS209537	Msex2.14103,Msex2.14362
PIERAPT00000008302	ttc39b	PIERAPG00000003456	DPOGS209675	Msex2.03404
PIERAPT00000008305	NUB1	PIERAPG00000003457	DPOGS213317	Msex2.04168
PIERAPT00000008309	Miro	PIERAPG00000003458	DPOGS203045	Msex2.01264
PIERAPT00000008318	DPP10_2	PIERAPG00000003460	DPOGS213433	Msex2.10999
PIERAPT00000008320	HPSE	PIERAPG00000003461	DPOGS207163	Msex2.11625
PIERAPT00000008325	G109594	PIERAPG00000003463	DPOGS205501	Msex2.09599
PIERAPT00000008327	Elovl4_2	PIERAPG00000003464	DPOGS209918	Msex2.13631
PIERAPT00000008329	chn	PIERAPG00000003466	DPOGS213978	Msex2.09730
PIERAPT00000008331	Nsmce1_2	PIERAPG00000003467	DPOGS202611	Msex2.00553
PIERAPT00000008332	Synrg	PIERAPG00000003468	DPOGS209581	Msex2.12016
PIERAPT00000008335	Abd-B	PIERAPG00000003470	NA	Msex2.00620
PIERAPT00000008336	OP1	PIERAPG00000003471	DPOGS208077	Msex2.09799
PIERAPT00000008341	MRD1CCW14	PIERAPG00000003472	DPOGS204253	NA
PIERAPT00000008342	sol-1	PIERAPG00000003473	DPOGS210671	Msex2.09117
