PIERAPG00000012191	len=150	ExpAA=22.79	First60=1.25	PredHel=1	Topology=o61-83i
PIERAPG00000013942	len=487	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010178	len=112	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008013	len=259	ExpAA=0.87	First60=0.87	PredHel=0	Topology=o
PIERAPG00000003055	len=132	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013448	len=57	ExpAA=18.40	First60=18.40	PredHel=1	Topology=o4-23i
PIERAPG00000014629	len=143	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000012308	len=304	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000014101	len=137	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000001998	len=688	ExpAA=0.30	First60=0.29	PredHel=0	Topology=o
PIERAPG00000014044	len=368	ExpAA=0.18	First60=0.15	PredHel=0	Topology=o
PIERAPG00000000742	len=402	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007079	len=540	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001614	len=649	ExpAA=36.50	First60=0.17	PredHel=0	Topology=o
PIERAPG00000006195	len=296	ExpAA=0.39	First60=0.37	PredHel=0	Topology=o
PIERAPG00000013197	len=60	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001279	len=230	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011955	len=1275	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000014701	len=462	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011173	len=1902	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002065	len=58	ExpAA=7.61	First60=7.61	PredHel=0	Topology=i
PIERAPG00000000723	len=335	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010299	len=600	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002226	len=96	ExpAA=5.35	First60=5.35	PredHel=0	Topology=o
PIERAPG00000001007	len=827	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000478	len=366	ExpAA=1.66	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007951	len=716	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000013911	len=850	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000008579	len=165	ExpAA=19.78	First60=19.78	PredHel=1	Topology=o15-37i
PIERAPG00000009696	len=616	ExpAA=21.18	First60=21.17	PredHel=1	Topology=i13-35o
PIERAPG00000003345	len=230	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012832	len=365	ExpAA=151.76	First60=28.48	PredHel=5	Topology=o74-96i124-146o151-173i269-286o342-364i
PIERAPG00000013823	len=828	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006453	len=285	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012330	len=282	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006525	len=349	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010320	len=269	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000002853	len=61	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000008898	len=179	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002055	len=363	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005584	len=156	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000524	len=280	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006568	len=217	ExpAA=0.11	First60=0.07	PredHel=0	Topology=o
PIERAPG00000003006	len=428	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007314	len=180	ExpAA=0.16	First60=0.16	PredHel=0	Topology=o
PIERAPG00000004866	len=168	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000002539	len=221	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000938	len=206	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
PIERAPG00000012019	len=138	ExpAA=3.37	First60=3.36	PredHel=0	Topology=o
PIERAPG00000013021	len=819	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009247	len=91	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000009608	len=143	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007722	len=106	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000001248	len=423	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011473	len=219	ExpAA=0.54	First60=0.53	PredHel=0	Topology=o
PIERAPG00000000444	len=341	ExpAA=0.77	First60=0.70	PredHel=0	Topology=o
PIERAPG00000005002	len=145	ExpAA=0.79	First60=0.68	PredHel=0	Topology=o
PIERAPG00000007787	len=99	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005716	len=130	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010572	len=142	ExpAA=0.01	First60=0.00	PredHel=0	Topology=i
PIERAPG00000008602	len=404	ExpAA=0.18	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011931	len=101	ExpAA=21.87	First60=6.31	PredHel=1	Topology=i55-77o
PIERAPG00000002744	len=847	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007823	len=695	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000010340	len=357	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005523	len=439	ExpAA=50.44	First60=0.00	PredHel=2	Topology=o269-291i370-392o
PIERAPG00000000194	len=369	ExpAA=16.23	First60=16.22	PredHel=1	Topology=i7-24o
PIERAPG00000001396	len=369	ExpAA=15.73	First60=15.73	PredHel=1	Topology=i7-24o
PIERAPG00000006432	len=468	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000306	len=430	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003144	len=342	ExpAA=3.84	First60=0.17	PredHel=0	Topology=o
PIERAPG00000003257	len=145	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004961	len=284	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009321	len=635	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007708	len=254	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000788	len=798	ExpAA=0.71	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007422	len=152	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000002831	len=303	ExpAA=69.50	First60=0.24	PredHel=3	Topology=o117-139i177-199o214-236i
PIERAPG00000003845	len=307	ExpAA=72.05	First60=0.26	PredHel=3	Topology=o119-141i181-203o218-240i
PIERAPG00000000690	len=415	ExpAA=0.03	First60=0.03	PredHel=0	Topology=o
PIERAPG00000013467	len=167	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006811	len=396	ExpAA=28.56	First60=4.13	PredHel=1	Topology=o358-380i
PIERAPG00000007989	len=127	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012063	len=462	ExpAA=221.94	First60=0.85	PredHel=10	Topology=o82-104i145-167o177-199i206-228o243-265i285-307o322-344i371-388o393-415i436-458o
PIERAPG00000013731	len=480	ExpAA=216.63	First60=0.00	PredHel=10	Topology=i93-115o156-178i195-214o229-251i264-282o297-319i353-375o390-412i417-439o454-476i
PIERAPG00000014970	len=320	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000004452	len=11096	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006007	len=121	ExpAA=22.04	First60=0.00	PredHel=1	Topology=i79-101o
PIERAPG00000014673	len=365	ExpAA=0.32	First60=0.08	PredHel=0	Topology=o
PIERAPG00000009839	len=323	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012559	len=133	ExpAA=21.40	First60=0.00	PredHel=1	Topology=i89-111o
PIERAPG00000000080	len=131	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007840	len=217	ExpAA=0.79	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003534	len=264	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009125	len=267	ExpAA=2.06	First60=0.26	PredHel=0	Topology=o
PIERAPG00000006723	len=153	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014104	len=90	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008940	len=1117	ExpAA=14.65	First60=14.65	PredHel=0	Topology=o
PIERAPG00000002835	len=680	ExpAA=1.00	First60=0.22	PredHel=0	Topology=o
PIERAPG00000010457	len=318	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014754	len=448	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008562	len=253	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000386	len=145	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
PIERAPG00000000099	len=445	ExpAA=1.58	First60=0.01	PredHel=0	Topology=o
PIERAPG00000004867	len=440	ExpAA=1.06	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009203	len=844	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005774	len=340	ExpAA=0.28	First60=0.00	PredHel=0	Topology=o
PIERAPG00000011864	len=179	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
PIERAPG00000007329	len=152	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
PIERAPG00000005108	len=381	ExpAA=0.10	First60=0.01	PredHel=0	Topology=o
PIERAPG00000011442	len=828	ExpAA=0.65	First60=0.50	PredHel=0	Topology=o
PIERAPG00000010153	len=468	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005134	len=530	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006320	len=192	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000001958	len=247	ExpAA=0.36	First60=0.32	PredHel=0	Topology=o
PIERAPG00000007035	len=148	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000005151	len=388	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008845	len=196	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
PIERAPG00000010512	len=452	ExpAA=2.31	First60=0.16	PredHel=0	Topology=o
PIERAPG00000007672	len=442	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000012553	len=657	ExpAA=19.58	First60=19.11	PredHel=1	Topology=i17-34o
PIERAPG00000011474	len=606	ExpAA=6.46	First60=0.44	PredHel=0	Topology=o
PIERAPG00000000054	len=279	ExpAA=12.28	First60=0.00	PredHel=0	Topology=o
PIERAPG00000007089	len=330	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000014760	len=3431	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
PIERAPG00000008643	len=448	ExpAA=20.98	First60=16.77	PredHel=1	Topology=i2-24o
PIERAPG00000006600	len=333	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000003641	len=238	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006836	len=193	ExpAA=9.70	First60=9.69	PredHel=0	Topology=o
PIERAPG00000009856	len=252	ExpAA=106.78	First60=39.25	PredHel=4	Topology=i2-20o40-59i195-213o228-250i
PIERAPG00000002355	len=234	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
PIERAPG00000009425	len=451	ExpAA=4.51	First60=0.01	PredHel=0	Topology=o
PIERAPG00000013311	len=523	ExpAA=0.06	First60=0.03	PredHel=0	Topology=o
PIERAPG00000000428	len=938	ExpAA=0.94	First60=0.94	PredHel=0	Topology=o
PIERAPG00000001119	len=385	ExpAA=184.35	First60=31.54	PredHel=9	Topology=i20-42o52-74i87-109o179-201i237-259o263-285i292-314o318-340i347-369o
PIERAPG00000003115	len=272	ExpAA=0.36	First60=0.16	PredHel=0	Topology=o
PIERAPG00000003382	len=594	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
PIERAPG00000006391	len=1971	ExpAA=2.68	First60=0.00	PredHel=0	Topology=o
